variable_name,variable,ground_truth_distribution_type,fitted_distribution_type,mu,sigma,a,b
The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US,Midpoint Salary,normal,lognormal,11.624710378465636,0.29324048360401467,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public",single_0,normal,lognormal,11.721515070105792,0.29113487739023947,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Aerospace & Defense sector",single_1,normal,lognormal,11.622710324014605,0.2175761402724283,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue",single_2,normal,lognormal,11.80293563410338,0.27016177309787404,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $500 million to $1 billion (USD) revenue",single_3,normal,lognormal,11.728054966226523,0.159701996138943,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",single_4,normal,lognormal,11.622710324014605,0.2175761402724283,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",single_5,normal,lognormal,11.732112338523738,0.28152867064847903,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public",single_6,normal,lognormal,11.525856361555494,0.23833580025976242,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue",single_7,normal,lognormal,11.939922776170262,0.21917603700775332,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Manufacturing sector",single_8,normal,lognormal,11.622710324014605,0.2175761402724283,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in VA",single_9,normal,lognormal,11.525856361555494,0.23833580025976242,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Healthcare sector",single_10,normal,lognormal,11.58845644203305,0.24715200985777258,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 1 to 50 Employees",single_11,normal,lognormal,11.53388054573849,0.34419004184920066,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in NY",single_12,normal,lognormal,11.751672248097142,0.2700658341404386,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in PA",single_13,normal,lognormal,11.633999043334185,0.2065695257127318,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Retail & Wholesale sector",single_14,normal,lognormal,11.525856361555494,0.23833580025976242,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in CA",single_15,normal,lognormal,11.721515070105792,0.29113487739023947,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 10000+ Employees",double_0,normal,lognormal,11.795311849273306,0.2509736217805362,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company is not public",double_1,normal,lognormal,11.720459634880935,0.22137412599971343,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 10000+ Employees",double_2,normal,lognormal,11.80293563410338,0.27016177309787404,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company has 1 to 50 Employees",double_3,normal,lognormal,11.318878941790832,0.22190758665925991,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company has 10000+ Employees",double_4,normal,lognormal,11.80496402707053,0.241917614783057,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Healthcare sector",double_5,normal,lognormal,11.732112338523738,0.28152867064847903,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",double_6,normal,lognormal,11.9232393910078,0.235068846626615,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",double_7,normal,lognormal,11.81265559064801,0.2611676051999857,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in CA",double_8,normal,lognormal,11.80293563410338,0.27016177309787404,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in PA",double_9,normal,lognormal,11.633999043334185,0.2065695257127318,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",double_10,normal,lognormal,11.939922776170262,0.21917603700775332,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",double_11,normal,lognormal,11.80293563410338,0.27016177309787404,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Financial Services sector, the company has 10000+ Employees",double_12,normal,lognormal,11.794304936540804,0.2562660534925195,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Financial Services sector, the company is public",double_13,normal,lognormal,11.795311849273306,0.2509736217805362,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company is public",double_14,normal,lognormal,11.732112338523738,0.28152867064847903,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in VA, the company is not public",double_15,normal,lognormal,11.624710378465636,0.29324048360401467,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,normal,lognormal,11.80293563410338,0.27016177309787404,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,normal,lognormal,11.622710324014605,0.2175761402724283,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,normal,lognormal,11.874790900825673,0.19068470673504775,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 10000+ Employees, the company is in CA",double_19,normal,lognormal,11.81265559064801,0.2611676051999857,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company has $10+ billion (USD) revenue, and the company has 10000+ Employees",triple_0,normal,lognormal,11.939922776170262,0.21917603700775332,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees, and the company is public",triple_1,normal,lognormal,11.947321474459654,0.23599286712718004,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company has 10000+ Employees",triple_2,normal,lognormal,11.91836187186702,0.28822324469573773,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Healthcare sector, and the company has 10000+ Employees",triple_3,normal,lognormal,11.756724085252536,0.20259137029836335,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",triple_4,normal,lognormal,11.795311849273306,0.2509736217805362,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 10000+ Employees, the company has $10+ billion (USD) revenue, and the company is in the Information Technology sector",triple_5,normal,lognormal,11.985220658437644,0.1878531800937196,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 10000+ Employees, the company is not public, and the company has $1 to $5 billion (USD) revenue",triple_6,normal,lognormal,11.795311849273306,0.2509736217805362,,
